INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 363, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 9467, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 9843, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 10211, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 10563, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 10939, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 11347, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 11723, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 12083, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 12467, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 12827, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 13227, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 13595, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 14011, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 14315, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 14707, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 15075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 15475, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 15819, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 16187, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 16555, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 16971, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 17307, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 17699, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 18099, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 18467, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 18851, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 19235, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 19571, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 19955, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 20331, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 20691, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 21075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 21483, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 21827, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 22219, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 22587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 22947, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 23331, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 23699, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 24075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 24427, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 24827, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 25219, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 25587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 25987, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 26371, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 26739, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 27091, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 27443, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 27835, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 28235, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 28587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 28963, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 29363, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 29739, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 30075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 30483, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 30827, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 31219, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 31635, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 31963, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 32347, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 32811, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 33179, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 33475, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 33835, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 34211, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 34595, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 34987, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 35331, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 35715, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 36083, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 36475, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 36843, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 37211, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 37587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 37923, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 38347, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 38723, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 39107, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 39491, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 39867, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 40187, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 40603, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 41779, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 42099, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 42483, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 42859, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 43211, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 43603, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 43987, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 44315, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 44707, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 45075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 45467, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 45819, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 46219, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 46579, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 46955, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 47323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 47691, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 48059, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 48459, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 48795, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 49179, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 49555, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 49931, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 50307, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 50691, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 51059, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 51427, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 51811, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 52195, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 52587, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 52987, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 53323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 53691, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 54059, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 54427, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 54795, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 55227, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 55579, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 55963, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 56347, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 56699, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 57075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 57467, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 57835, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 58171, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 58579, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 58955, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 59331, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 59811, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 60107, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 60515, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 60843, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 61187, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 61571, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 61963, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 62307, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 62699, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 63075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 63435, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 63803, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 64323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 64627, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 64971, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 65331, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 65683, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 66075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 66443, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 66827, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 67211, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 67579, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 67939, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 68339, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 68747, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 69131, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 69459, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 69795, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 70171, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 70539, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 70963, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 71323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 71675, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 72075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 72467, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 72835, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 73203, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 73563, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 73931, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 74371, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 74675, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 75059, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 75411, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 75555, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 75883, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 76259, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 76595, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 76987, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 77339, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 77715, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 78083, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 78419, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 78811, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 79179, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 79547, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 79979, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 80299, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 80651, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 81075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 81419, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 81779, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 82187, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 82531, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 82923, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 83307, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 84483, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 84867, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 85227, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 85659, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 86011, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 86323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 86699, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 87083, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 87459, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 87851, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 88163, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 88531, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 88883, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERMELHO', 89259, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 89643, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 90091, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 90459, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 90835, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AZUL', 91243, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 91563, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 91955, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'AMARELO', 92339, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 92715, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (7, 'VERDE', 93075, 1);
