INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 348, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 29012, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 29868, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 31564, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 32420, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 33228, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 34812, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 35660, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 36500, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 38092, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 38932, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 39828, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 40644, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 41460, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 42292, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 43100, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 43924, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 44764, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 45572, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 46380, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 47188, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 48060, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 48916, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 49740, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 50580, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 51396, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 52252, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 53020, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 53844, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 54676, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 55492, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 56324, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 57220, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 58028, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 58812, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 59604, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 60444, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 61276, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 62084, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 62900, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 63724, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 64612, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 65476, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 66244, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 67092, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 67900, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 68740, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 69572, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 70404, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 71212, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 72084, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 72924, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 73748, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 74556, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 75420, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 76212, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 77044, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 77868, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 78716, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 79548, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 81220, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 82004, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 82876, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 84452, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 85260, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 86108, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 87764, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 88564, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 89412, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 91116, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 91932, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 92772, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 94452, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 95244, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 96068, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 97692, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 98676, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 99412, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 101044, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 101796, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 102660, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 104332, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 105204, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 106108, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 106492, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 106908, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 107300, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 107716, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 108148, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 108548, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 108956, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 109356, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 109788, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 110204, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 110619, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 111012, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 111444, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 111844, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 112260, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 112660, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 113052, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 113484, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 113884, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 114332, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 114724, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 115139, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 115580, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 115980, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 116379, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 116788, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 117228, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 117619, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 118004, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 118411, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 119260, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 120092, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 120932, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 121339, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 121747, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 122548, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 123396, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 124212, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 124620, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 125044, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 125860, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 126716, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 127548, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 127948, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 128403, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 129180, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 129500, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 129803, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 130667, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 130859, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 131164, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 131475, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 132467, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 133083, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 133299, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 134140, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 134747, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 134955, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 135779, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 136115, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 136387, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 137444, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 137851, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 138283, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 138683, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 139099, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 139956, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 140547, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 140763, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 141203, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 141627, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 142019, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 142412, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 142740, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 143051, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 143907, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 144075, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 144395, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 144699, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 145355, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 145763, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 147459, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 148259, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 149059, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 150732, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 151547, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 152331, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 153972, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 154820, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 155635, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 157291, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 158123, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 159011, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 160643, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 161476, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 162323, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 163883, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 164675, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 165627, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERDE', 167283, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 168092, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AZUL', 168955, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'AMARELO', 170571, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (2, 'VERMELHO', 171411, 1);
