INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 272, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 32728, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 32960, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 33176, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 33472, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 33816, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 34008, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 34608, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 34880, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 35224, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 35488, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 35640, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 35984, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 36232, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 36456, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 36800, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 37128, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 37360, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 37544, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 37744, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 37944, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 38032, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 38376, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 38680, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 38928, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 39128, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 39344, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 39872, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 40152, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 40464, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 40752, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 41048, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 41352, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 41648, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 41952, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 42288, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 42568, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 42840, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 42920, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 43032, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 43200, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 43472, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 43752, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 44048, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 44352, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 44688, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 44984, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 45272, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 45592, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 45888, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 46152, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 46248, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 46360, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 46448, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 46744, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 47048, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 47360, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 47672, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 47984, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 48264, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 48608, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 48880, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 49120, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 49200, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 49440, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 49512, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 49768, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 50056, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 50336, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 50664, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 50984, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 51280, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 51585, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 51880, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 52168, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 52256, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 52408, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 52512, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 52600, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 52712, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 52824, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 52937, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 53032, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 53360, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 53688, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 53976, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 54280, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 54584, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 54896, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 55208, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 55512, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 55808, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 56056, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 56137, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 56256, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 56400, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 56680, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 56984, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 57296, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 57584, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 57896, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 58192, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 58504, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 58816, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 59145, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 59392, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 59480, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 59592, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 59737, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 60000, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 60272, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 60568, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 60896, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 61192, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 61464, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 61800, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 62112, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 62352, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 62408, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 62640, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 62737, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 62953, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 63264, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 63584, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 63872, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 64184, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 64520, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 64816, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 65104, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 65440, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 65664, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 65864, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 66056, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 66280, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 66544, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 66856, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 67032, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 67648, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 67992, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 68336, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 68608, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 68752, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 68976, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 69176, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 69384, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 69632, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 69920, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 70208, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 70408, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 70832, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 71032, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 71464, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 71681, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 72080, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 72288, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 72504, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERMELHO', 72696, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 72920, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 73225, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AMARELO', 73512, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'AZUL', 73696, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 74328, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (10, 'VERDE', 74632, 1);
