INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 1173, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 64213, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 65341, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 66485, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 67605, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 68709, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 69813, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 70925, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 72061, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 73205, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 74349, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 75501, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 76661, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 77733, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 78829, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 79981, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 81069, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 82197, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 83301, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 84485, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 84837, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 85229, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 85621, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 90101, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 91181, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 92309, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 93365, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 94533, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 95669, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 96797, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 97917, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 99061, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 100165, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 101325, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 102421, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 103557, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 104661, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 105805, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 106909, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 108093, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 109149, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 110293, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 111429, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 112517, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 113669, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 114789, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 115917, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 117029, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 118141, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 119237, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 120405, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 121533, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 123861, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 124973, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 126037, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 127221, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 128317, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 129429, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 130589, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 131741, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 132861, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 133973, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 135061, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 136149, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 137309, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 138453, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 139597, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 140717, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 141805, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 142949, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 144093, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 145181, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 146317, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 147453, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 148573, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 149685, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 150813, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 151909, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 153077, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 154149, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 155293, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERDE', 156517, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AMARELO', 156821, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'AZUL', 157173, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (3, 'VERMELHO', 157557, 1);
