INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 2253, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 29349, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 29589, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 29829, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 30069, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 30309, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 31085, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 31325, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 32093, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 32317, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 32597, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 32861, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 34109, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 35101, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 35853, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 36365, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 36605, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 36853, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 37365, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 37589, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 37725, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 37861, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 38125, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 38365, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 38597, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 38829, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 39077, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 39301, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 39573, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 39829, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 40349, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 40581, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 40837, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 41333, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 41725, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 42101, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 43125, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 43853, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 44341, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 44581, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 44813, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 45349, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 45581, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 45845, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 46101, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 46333, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 47101, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 47365, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 48109, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 48357, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 48597, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 48853, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 49349, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 49589, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 49837, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 50085, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 51133, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 51821, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 52325, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 52589, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 52837, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 53341, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 53605, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 54149, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 54365, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 54621, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 54869, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 55061, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 55317, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 55573, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 55821, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 56349, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 56621, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 56845, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 57357, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 58093, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 59133, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 59797, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 60333, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 60573, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 60821, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 61325, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 61597, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 62077, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 62317, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 62589, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 62829, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 63085, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 63333, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 63589, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 63829, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 64077, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 64197, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 64341, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 64469, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 64605, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 64709, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 64861, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 65053, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 66101, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 66565, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 67037, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 67501, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 67749, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 68285, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 68557, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 68821, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 69317, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 69573, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 70093, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 70317, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 70573, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 70805, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 71053, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 71301, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 71541, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 71781, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 72333, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 72573, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 72821, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 73341, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 73621, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 74117, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 75077, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 75789, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 76325, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 76597, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 76821, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 77333, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 77565, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 77813, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 78069, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 78325, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 78573, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 79069, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 79317, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 79565, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 80077, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 80325, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 80581, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 80845, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 81293, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 81565, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 82069, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 82589, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 83101, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 83357, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 83613, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 83861, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 84309, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 84581, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 84821, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 85317, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 85573, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 86045, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 86309, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 86557, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 87021, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 87469, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 87821, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERDE', 88053, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'VERMELHO', 88301, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 88581, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AZUL', 88925, 1);
INSERT INTO NOTA(FK_MAPA, COR, TEMPO, STATUS) VALUES (8, 'AMARELO', 89317, 1);
